row_id,order_id,order_date,days to ship,ship_date,order_status,category_id,category_dsc,sub_category_id,sub_category_dsc,item_number,item_dsc,item_brand,order_quantity,sales,unit_price,product_margin,customer_id,customer_first_name,customer_last_name,email_newsletter,city,state
30449,16879,12/11/2015,0,12/11/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,36,Andrzej,Scott,No,Cape Coral,Florida
15475,5662,3/22/2014,2,3/24/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,208,Gerard,Ray,No,Carlsbad,California
17359,7546,12/3/2014,1,12/4/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,41,Oscar,Hill,Yes,Centennial,Colorado
26029,16897,12/16/2015,2,12/18/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,41,Oscar,Hill,Yes,Centennial,Colorado
18597,5544,4/17/2014,0,4/17/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,3,$40.50,$13.50,0.45,41,Oscar,Hill,Yes,Centennial,Colorado
11371,6424,12/25/2014,1,12/26/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,42,Noah,Ramirez,Yes,Chandler,Arizona
28186,16719,12/7/2015,0,12/7/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,42,Noah,Ramirez,Yes,Chandler,Arizona
29417,15509,7/3/2015,2,7/5/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,42,Noah,Ramirez,Yes,Chandler,Arizona
14555,3036,5/9/2013,1,5/10/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,42,Noah,Ramirez,Yes,Chandler,Arizona
23595,17575,12/15/2015,0,12/15/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,43,Carlos,Campbell,No,Charleston,South Carolina
6533,6533,12/4/2014,0,12/4/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,43,Carlos,Campbell,No,Charleston,South Carolina
22718,16692,12/19/2015,0,12/19/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,43,Carlos,Campbell,No,Charleston,South Carolina
2141,2141,5/19/2013,0,5/19/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,43,Carlos,Campbell,No,Charleston,South Carolina
25979,16846,12/7/2015,1,12/8/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,2,$50.00,$25.00,0.48,208,Gerard,Ray,No,Charleston,South Carolina
27551,15952,8/22/2015,0,8/22/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,1,$25.00,$25.00,0.48,44,Florian,Mitchell,No,Charlotte,North Carolina
1172,1172,4/20/2013,0,4/20/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,44,Florian,Mitchell,No,Charlotte,North Carolina
18027,4974,7/4/2014,2,7/6/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,44,Florian,Mitchell,No,Charlotte,North Carolina
16198,6385,12/22/2014,0,12/22/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,45,Thomas,Roberts,Yes,Chattanooga,Tennessee
23659,13128,1/26/2015,0,1/26/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,45,Thomas,Roberts,Yes,Chattanooga,Tennessee
859,859,3/6/2013,0,3/6/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,46,Lucas,Carter,Yes,Chesapeake,Virginia
30704,17227,12/25/2015,2,12/27/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,47,Matías,Phillips,Yes,Chicago,Illinois
7879,2932,6/2/2013,0,6/2/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,47,Matías,Phillips,Yes,Chicago,Illinois
28764,17426,12/1/2015,0,12/1/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,48,Jakub,Evans,Yes,Chula Vista,California
20501,7448,12/11/2014,0,12/11/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,48,Jakub,Evans,Yes,Chula Vista,California
29986,16281,12/26/2015,1,12/27/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,1,$25.00,$25.00,0.48,49,Eetu,Turner,No,Cincinnati,Ohio
26339,17236,12/25/2015,0,12/25/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,51,Maximilian,Parker,Yes,Clearwater,Florida
7957,3010,5/11/2013,1,5/12/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,52,Gerald,Collins,No,Cleveland,Ohio
3129,3129,1/17/2014,1,1/18/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,52,Gerald,Collins,No,Cleveland,Ohio
5056,5056,5/24/2014,1,5/25/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,208,Gerard,Ray,No,Clovis,California
13120,1601,12/1/2013,1,12/2/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,56,Ronald,Morris,Yes,Columbia,South Carolina
15824,6011,5/1/2014,1,5/2/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,57,Andrzej,Nguyen,No,Columbia,Missouri
22997,16974,12/28/2015,0,12/28/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,57,Andrzej,Nguyen,No,Columbia,Missouri
11640,6693,12/6/2014,1,12/7/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,58,Tiago,Murphy,Yes,Columbus,Ohio
21118,8066,5/19/2012,0,5/19/2012,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,58,Tiago,Murphy,Yes,Columbus,Ohio
19133,6080,8/19/2014,2,8/21/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,59,Daniel,Rivera,No,Columbus,Georgia
12592,249,5/27/2012,1,5/28/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,59,Daniel,Rivera,No,Columbus,Georgia
27197,15490,8/17/2015,0,8/17/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,59,Daniel,Rivera,No,Columbus,Georgia
24312,14563,5/14/2015,0,5/14/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,60,Unai,Cook,Yes,Concord,California
2282,2282,5/20/2013,0,5/20/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,60,Unai,Cook,Yes,Concord,California
11781,6834,12/22/2014,3,12/25/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,60,Unai,Cook,Yes,Concord,California
15220,5407,5/12/2014,1,5/13/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,3,$45.00,$15.00,0.21,208,Gerard,Ray,No,Concord,California
4892,4892,3/7/2014,1,3/8/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,61,Alex,Rogers,No,Coral Springs,Florida
24851,15572,5/26/2015,1,5/27/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,61,Alex,Rogers,No,Coral Springs,Florida
98,98,7/28/2012,0,7/28/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,62,Oscar,Morgan,Yes,Corona,California
805,805,2/24/2013,2,2/26/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,63,Noah,Peterson,Yes,Corpus Christi,Texas
20179,7126,12/27/2014,1,12/28/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,63,Noah,Peterson,Yes,Corpus Christi,Texas
23650,13119,1/18/2015,0,1/18/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,64,Jorge,Cooper,Yes,Costa Mesa,California
1153,1153,7/10/2013,0,7/10/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,64,Jorge,Cooper,Yes,Costa Mesa,California
23035,17012,12/21/2015,0,12/21/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,1,$25.00,$25.00,0.48,65,Tobias,Reed,Yes,Dallas,Texas
2618,2618,5/23/2013,7,5/30/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,67,Mathias,Bell,Yes,Davenport,Iowa
14468,2949,5/9/2013,0,5/9/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,67,Mathias,Bell,Yes,Davenport,Iowa
506,506,12/8/2012,4,12/12/2012,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,67,Mathias,Bell,Yes,Davenport,Iowa
11991,7044,12/27/2014,1,12/28/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,68,Vicente,Gomez,Yes,Dayton,Ohio
21639,15146,5/25/2015,0,5/25/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,69,Leslie,Kelly,Yes,Denton,Texas
1400,1400,3/8/2013,1,3/9/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,70,Aleksi,Howard,No,Denver,Colorado
19439,6386,12/1/2014,0,12/1/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,71,Lucas,Ward,Yes,Des Moines,Iowa
20798,13234,2/2/2015,3,2/5/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,71,Lucas,Ward,Yes,Des Moines,Iowa
8776,3829,6/14/2014,0,6/14/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,72,Leon,Cox,Yes,Detroit,Michigan
19203,6150,12/25/2014,0,12/25/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,72,Leon,Cox,Yes,Detroit,Michigan
18885,5832,5/5/2014,5,5/10/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,73,Reed,Diaz,Yes,Downey,California
30445,16873,12/18/2015,1,12/19/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,2,$50.00,$25.00,0.48,73,Reed,Diaz,Yes,Downey,California
28781,17447,12/10/2015,0,12/10/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,73,Reed,Diaz,Yes,Downey,California
21164,8112,5/9/2013,1,5/10/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,74,Sho,Richardson,Yes,Durham,North Carolina
26758,14920,4/1/2015,1,4/2/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,75,Benjamin,Wood,No,El Cajon,California
22697,16671,12/2/2015,1,12/3/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,76,Michael,Watson,Yes,El Monte,California
20513,7460,12/28/2014,11,1/8/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,77,Ryan,Brooks,Yes,El Paso,Texas
2955,2955,7/13/2013,0,7/13/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,78,Piotr,Bennett,Yes,Elgin,Illinois
28665,17313,12/22/2015,3,12/25/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,81,Jon,Reyes,Yes,Escondido,California
11565,6618,12/27/2014,1,12/28/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,83,William,Hughes,Yes,Evansville,Indiana
29638,15819,6/5/2015,2,6/7/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,83,William,Hughes,Yes,Evansville,Indiana
2035,2035,6/26/2013,0,6/26/2013,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,83,William,Hughes,Yes,Evansville,Indiana
8357,3410,5/9/2014,0,5/9/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,83,William,Hughes,Yes,Evansville,Indiana
8927,3980,3/31/2014,0,3/31/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,83,William,Hughes,Yes,Evansville,Indiana
23778,13253,2/6/2015,1,2/7/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,83,William,Hughes,Yes,Evansville,Indiana
28692,17349,12/3/2015,1,12/4/2015,complete,1,Accessories,3,Baskets,5,Sunlight Handlebar Basket,Sunlight,3,$75.00,$25.00,0.48,84,David,Price,No,Everett,Washington
2140,2140,4/3/2013,0,4/3/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,87,Lucas,Foster,Yes,Fayetteville,North Carolina
11600,6653,12/4/2014,0,12/4/2014,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,87,Lucas,Foster,Yes,Fayetteville,North Carolina
28896,17586,12/1/2015,0,12/1/2015,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,2,$17.98,$8.99,0.37,88,Oliver,Sanders,Yes,Fontana,California
12616,273,5/16/2012,0,5/16/2012,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,3,$107.97,$35.99,0.32,91,Joona,Powell,Yes,Fort Wayne,Indiana
13186,1667,8/28/2013,1,8/29/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,96,Samuel,Gutierrez,Yes,Fullerton,California
2003,2003,3/9/2013,1,3/10/2013,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,97,Aidan,Perry,No,Gainesville,Florida
12125,7178,12/30/2014,5,1/4/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,97,Aidan,Perry,No,Gainesville,Florida
623,623,12/13/2012,0,12/13/2012,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,1,$35.99,$35.99,0.32,98,Joseph,Butler,Yes,Garden Grove,California
5317,5317,5/21/2014,10,5/31/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,98,Joseph,Butler,Yes,Garden Grove,California
11041,6094,12/17/2014,0,12/17/2014,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,1,$13.50,$13.50,0.45,99,Krzysztof,Barnes,Yes,Garland,Texas
20684,13120,1/6/2015,0,1/6/2015,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,2,$30.00,$15.00,0.21,99,Krzysztof,Barnes,Yes,Garland,Texas
13599,2080,12/20/2013,0,12/20/2013,complete,1,Accessories,2,Locks,3,Maximo Lock,Maximo,2,$71.98,$35.99,0.32,100,Pedro,Fisher,Yes,Gilbert,Arizona
25708,16554,12/12/2015,10,12/22/2015,complete,2,Accessories,1,Bells,1,Sunlight Thumb Bell,Sunlight,2,$27.00,$13.50,0.45,100,Pedro,Fisher,Yes,Gilbert,Arizona
17430,2670,5/6/2013,0,5/6/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,101,David,Henderson,No,Glendale,Arizona
8185,3238,2/4/2014,2,2/6/2014,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,101,David,Henderson,No,Glendale,Arizona
3565,3565,6/17/2014,1,6/18/2014,complete,1,Accessories,2,Locks,4,Bricks Chain Lock,Bricks,1,$15.00,$15.00,0.21,103,David,Simmons,No,Grand Prairie,Texas
1720,1720,5/26/2013,1,5/27/2013,complete,1,Accessories,1,Bells,2,Pix 200 Bell,Pix,3,$26.97,$8.99,0.37,104,Elias,Patterson,No,Grand Rapids,Michigan
